0,0.089781
0.10101,0.14605
0.20202,0.086812
0.30303,0.09431
0.40404,0.19356
0.50505,0.095551
0.60606,0.13416
0.70707,0.19425
0.80808,0.17037
0.90909,0.24835
1.0101,0.24561
1.1111,0.22479
1.2121,0.18811
1.3131,0.27253
1.4141,0.19262
1.5152,0.29184
1.6162,0.33815
1.7172,0.32669
1.8182,0.37847
1.9192,0.45496
2.0202,0.41779
2.1212,0.40351
2.2222,0.44076
2.3232,0.44836
2.4242,0.37963
2.5253,0.44264
2.6263,0.54259
2.7273,0.49682
2.8283,0.5455
2.9293,0.48314
3.0303,0.55346
3.1313,0.59668
3.2323,0.51466
3.3333,0.61583
3.4343,0.60468
3.5354,0.58173
3.6364,0.64137
3.7374,0.56256
3.8384,0.5647
3.9394,0.62556
4.0404,0.64779
4.1414,0.65115
4.2424,0.63562
4.3434,0.74798
4.4444,0.66514
4.5455,0.76124
4.6465,0.80558
4.7475,0.77623
4.8485,0.79074
4.9495,0.77655
5.0505,0.73034
5.1515,0.81095
5.2525,0.86951
5.3535,0.91637
5.4545,0.81563
5.5556,0.76313
5.6566,0.85987
5.7576,0.87714
5.8586,0.85346
5.9596,0.81357
6.0606,0.97818
6.1616,0.76467
6.2626,0.86259
6.3636,0.82722
6.4646,0.86647
6.5657,0.91893
6.6667,0.91448
6.7677,0.87639
6.8687,0.95493
6.9697,0.95116
7.0707,0.95619
7.1717,0.90615
7.2727,0.98331
7.3737,0.96721
7.4747,1.0627
7.5758,0.99348
7.6768,1.001
7.7778,0.94853
7.8788,0.88406
7.9798,0.93239
8.0808,0.91542
8.1818,0.92736
8.2828,0.98546
8.3838,0.9319
8.4848,0.91693
8.5859,0.94307
8.6869,0.95726
8.7879,0.98745
8.8889,0.92095
8.9899,0.98597
9.0909,0.97546
9.1919,1.0392
9.2929,0.9636
9.3939,0.96878
9.4949,0.91813
9.596,0.90857
9.697,0.99444
9.798,0.96747
9.899,1.0061
10,0.93722
