0,0.91192
0.10101,0.8267
0.20202,0.87697
0.30303,0.81724
0.40404,0.82436
0.50505,0.87083
0.60606,0.86789
0.70707,0.78781
0.80808,0.77083
0.90909,0.79616
1.0101,0.78379
1.1111,0.86102
1.2121,0.84088
1.3131,0.84637
1.4141,0.8
1.5152,0.91024
1.6162,0.89638
1.7172,0.87301
1.8182,0.93158
1.9192,0.83979
2.0202,0.90713
2.1212,0.90667
2.2222,0.9095
2.3232,0.85831
2.4242,0.91379
2.5253,0.87432
2.6263,0.8578
2.7273,0.84497
2.8283,0.95947
2.9293,0.86768
3.0303,0.90368
3.1313,0.85418
3.2323,0.902
3.3333,0.75744
3.4343,0.86683
3.5354,0.85195
3.6364,0.87459
3.7374,0.91664
3.8384,0.91298
3.9394,1.0284
4.0404,0.90441
4.1414,0.92231
4.2424,0.85811
4.3434,0.91442
4.4444,0.87307
4.5455,0.94313
4.6465,0.98586
4.7475,0.96498
4.8485,0.91125
4.9495,0.86624
5.0505,1.0222
5.1515,1.0531
5.2525,0.95801
5.3535,0.90382
5.4545,1.0145
5.5556,0.92625
5.6566,0.93363
5.7576,1.0026
5.8586,0.89023
5.9596,0.86279
6.0606,0.98277
6.1616,0.98285
6.2626,0.96862
6.3636,0.98972
6.4646,1.02
6.5657,1.0154
6.6667,0.93936
6.7677,1.0092
6.8687,0.97826
6.9697,0.94519
7.0707,0.91165
7.1717,1.0045
7.2727,0.95525
7.3737,0.97603
7.4747,0.93482
7.5758,0.89767
7.6768,0.98449
7.7778,0.9735
7.8788,1.0372
7.9798,1.018
8.0808,1.0312
8.1818,0.94175
8.2828,0.93298
8.3838,0.91693
8.4848,1.0058
8.5859,1.121
8.6869,1.0184
8.7879,0.94391
8.8889,1.0249
8.9899,0.92715
9.0909,0.91282
9.1919,1.0204
9.2929,0.94606
9.3939,1.0012
9.4949,1.0562
9.596,1.0063
9.697,1.0331
9.798,0.90674
9.899,1.0205
10,1.0947
